circuitId,raceId,race_prcp,quali_prcp,fp1_prcp,fp2_prcp,fp3_prcp,sprint_prcp
32,1140,0.4,0.0,0.0,0.0,0.0,\N
18,1141,3.0999999999999996,1.4,0.2,0.2,\N,0.0
80,1142,0.0,0.0,0.0,0.0,0.0,\N
78,1143,0.0,0.0,0.0,0.0,\N,0.0
24,1144,0.0,0.0,0.0,0.0,0.0,\N
1,1145,0.0,\N,\N,\N,\N,\N
17,1146,0.0,\N,\N,\N,\N,\N
22,1147,0.9000000000000001,\N,\N,\N,\N,\N
3,1148,0.0,\N,\N,\N,\N,\N
77,1149,0.0,\N,\N,\N,\N,\N
79,1150,0.0,\N,\N,\N,\N,\N
21,1151,0.1,\N,\N,\N,\N,\N
6,1152,0.0,\N,\N,\N,\N,\N
4,1153,0.0,\N,\N,\N,\N,\N
7,1154,0.0,\N,\N,\N,\N,\N
70,1155,0.0,\N,\N,\N,\N,\N
9,1156,1.7,\N,\N,\N,\N,\N
13,1157,5.3,\N,\N,\N,\N,\N
11,1158,0.0,\N,\N,\N,\N,\N
39,1159,0.0,\N,\N,\N,\N,\N
14,1160,0.0,\N,\N,\N,\N,\N
73,1161,0.0,\N,\N,\N,\N,\N
15,1162,0.0,\N,\N,\N,\N,\N
69,1163,0.0,\N,\N,\N,\N,\N
32,1164,0.0,\N,\N,\N,\N,\N
18,1165,0.0,\N,\N,\N,\N,\N
80,1166,0.0,\N,\N,\N,\N,\N
78,1167,0.0,\N,\N,\N,\N,\N
24,1168,0.0,\N,\N,\N,\N,\N
